Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz,Bp,Bt,UVl,UVi,R,G,B,Vl,Il,LUX,T,P,BAlt,H:M:S.ms,DD/MM/20YY,Fix,FixQ,Lat,Long,LatD,LongD,Speed,Angle,GAlt,Sats
-0.67,-9.22,-2.86,24.73,43.36,12.86,0.13,0.01,-0.00,1042.80,25.90,541,13.55,65535,65535,65535,65535,65535,0.00,25.91,1042.77,1273.58,0:1:54.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.22,-2.98,24.73,43.18,13.67,0.12,0.01,-0.00,1043.14,25.90,537,13.39,65535,65535,65535,65535,65535,0.00,25.94,1043.13,1274.01,0:1:56.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.06,-3.18,24.64,43.27,14.80,0.18,0.01,0.00,1043.06,25.90,538,13.43,65535,65535,65535,65535,65535,0.00,25.95,1043.21,1274.11,0:1:57.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.18,-3.06,24.45,43.09,15.00,0.17,0.01,0.00,1042.80,25.90,544,13.67,65535,65535,65535,65535,65535,0.00,25.94,1043.20,1274.09,0:1:58.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.10,-3.30,24.73,43.18,15.20,0.18,0.01,0.00,1042.80,25.90,545,13.71,65535,65535,65535,65535,65535,0.00,25.94,1043.13,1274.01,0:1:59.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.02,-3.37,24.64,43.18,15.92,0.15,0.01,0.00,1043.16,25.90,547,13.79,65535,65535,65535,65535,65535,0.00,25.91,1043.05,1273.91,0:2:0.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.02,-3.49,24.82,43.18,16.22,0.17,0.01,0.00,1043.11,25.90,548,13.83,65535,65535,65535,65535,65535,0.00,25.91,1043.05,1273.91,0:2:1.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.02,-3.49,24.91,43.09,16.33,0.19,0.01,0.01,1042.03,25.90,549,13.88,65535,65535,65535,65535,65535,0.00,25.91,1043.04,1273.90,0:2:2.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.10,-3.18,24.73,43.09,16.12,0.21,0.00,0.00,1041.97,25.90,550,13.92,65535,65535,65535,65535,65535,0.00,25.91,1043.06,1273.92,0:2:3.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.18,-3.22,24.82,43.18,16.33,0.30,0.00,-0.01,1042.09,25.90,551,13.96,65535,65535,65535,65535,65535,0.00,25.91,1043.04,1273.90,0:2:4.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.06,-3.45,24.64,43.18,16.73,0.19,-0.00,0.00,1043.18,25.90,553,14.04,65535,65535,65535,24225,12968,2250.11,25.91,1043.08,1273.95,0:2:5.800,6/1/2080,0,0,,,,,,,,,
-0.71,-8.94,-3.41,24.45,43.09,16.22,0.20,0.00,0.01,1042.09,25.90,555,14.12,65535,65535,65535,11588,5526,1559.94,25.91,1043.04,1273.90,0:2:7.800,6/1/2080,0,0,,,,,,,,,
-0.67,-8.75,-3.80,24.55,42.82,16.12,0.17,0.00,0.00,1042.10,25.90,557,14.20,14241,15498,12727,8825,4076,1323.87,25.93,1043.20,1274.09,0:2:8.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.10,-3.45,24.45,43.18,15.82,0.17,0.01,0.00,1042.14,25.90,560,14.32,16020,17340,15010,10973,5233,1476.86,25.91,1043.08,1273.95,0:2:9.800,6/1/2080,0,0,,,,,,,,,
-0.75,-9.14,-3.41,24.82,43.00,15.71,0.17,0.01,-0.00,1042.09,25.90,569,14.68,16423,17659,14505,12936,6302,1603.27,25.93,1043.15,1274.04,0:2:10.800,6/1/2080,0,0,,,,,,,,,
-0.71,-8.98,-3.49,24.45,43.36,16.02,0.19,0.01,0.01,1042.07,25.90,571,14.76,43671,63435,65436,5904,2621,992.79,25.91,1043.04,1273.90,0:2:11.800,6/1/2080,0,0,,,,,,,,,
-0.67,-8.98,-3.49,24.27,43.18,16.12,0.21,0.00,0.00,1042.18,25.90,570,14.72,17092,25534,14446,13991,6260,2303.53,25.91,1043.10,1273.98,0:2:12.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.14,-3.26,24.36,43.64,15.82,0.18,0.01,0.00,1042.13,25.90,566,14.56,15595,22802,17813,65535,65535,0.00,25.93,1043.13,1274.02,0:2:13.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.98,-3.41,24.45,43.09,16.33,0.15,0.01,-0.00,1042.08,25.90,570,14.72,19342,21485,17828,18356,8072,3163.69,25.92,1043.15,1274.04,0:2:14.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.06,-3.37,24.45,43.18,15.92,0.19,0.01,0.00,1042.17,25.90,573,14.84,18990,22871,18701,24489,10766,4223.70,25.92,1042.96,1273.80,0:2:15.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.10,-3.37,24.45,43.18,15.92,0.19,0.00,0.00,1042.11,25.60,566,14.56,65535,65535,65535,65535,65535,0.00,25.91,1043.02,1273.87,0:2:16.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.06,-3.45,24.73,43.45,16.02,0.20,0.00,0.00,1041.71,25.90,565,14.52,19586,23481,19472,65535,65535,0.00,25.91,1043.02,1273.88,0:2:18.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.14,-3.22,24.36,43.27,15.41,0.17,0.01,-0.00,1042.03,25.60,568,14.64,65535,65535,65535,65535,65535,0.00,25.91,1043.05,1273.91,0:2:19.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.06,-3.49,24.55,43.45,15.41,0.17,0.01,0.00,1041.78,25.60,571,14.76,65535,42606,25560,65535,65535,0.00,25.61,1042.15,1272.81,0:2:20.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.02,-3.49,24.27,43.36,15.71,0.20,0.01,0.01,1041.71,25.90,565,14.52,22621,27441,23668,65535,65535,0.00,25.91,1042.94,1273.78,0:2:21.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.06,-3.18,24.18,43.27,15.92,0.20,-0.03,-0.01,1042.00,25.60,568,14.64,14806,23287,17446,32230,14819,4903.24,25.61,1042.14,1272.80,0:2:22.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.02,-3.37,24.36,43.36,15.31,0.17,-0.01,-0.01,1041.92,25.60,569,14.68,25618,22835,16317,17588,8053,2710.05,25.61,1042.16,1272.83,0:2:23.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.06,-3.30,24.27,43.45,15.61,0.20,0.00,0.00,1041.89,25.60,568,14.64,65535,65535,65535,26416,11853,4315.30,25.63,1042.17,1272.84,0:2:24.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.98,-3.49,24.18,43.55,15.51,0.19,0.01,0.00,1041.89,25.60,567,14.60,65535,65535,65535,26802,11986,4418.84,25.62,1042.09,1272.74,0:2:25.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.10,-3.30,24.36,43.45,15.51,0.26,-0.00,0.01,1041.96,25.60,568,14.64,22962,28587,61891,24223,10994,3830.76,25.61,1042.09,1272.74,0:2:26.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.06,-3.41,23.91,43.45,14.69,0.16,0.00,-0.00,1041.90,25.60,568,14.64,12834,16483,16099,15375,6697,2713.89,25.61,1042.03,1272.66,0:2:27.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.10,-3.26,24.36,43.36,14.29,0.18,0.01,0.00,1041.94,25.60,565,14.52,65535,65535,65535,26880,12031,4421.52,25.62,1042.03,1272.67,0:2:29.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.22,-3.26,24.18,43.45,14.90,0.21,0.00,0.01,1041.96,25.60,566,14.56,65535,65535,65535,65535,52232,0.00,25.63,1042.19,1272.86,0:2:30.800,6/1/2080,0,0,,,,,,,,,
-0.55,-9.30,-3.57,24.09,43.27,16.84,0.20,0.01,0.00,1042.03,25.60,566,14.56,65535,65535,65535,65535,65535,0.00,25.63,1042.11,1272.76,0:2:31.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.98,-3.49,24.36,43.73,16.22,0.22,0.00,0.01,1042.00,25.60,566,14.56,65535,65535,65535,65535,65535,0.00,25.63,1042.13,1272.79,0:2:32.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.90,-3.73,23.82,43.55,16.22,0.17,0.01,0.00,1042.02,25.60,566,14.56,65535,65535,65535,65535,65535,0.00,25.63,1041.95,1272.57,0:2:33.800,6/1/2080,0,0,,,,,,,,,
-0.67,-8.94,-3.45,24.00,43.45,15.41,0.19,0.01,0.00,1041.97,25.60,566,14.56,65535,65535,65535,29262,12746,5164.99,25.63,1041.96,1272.58,0:2:34.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.06,-3.41,24.00,43.64,15.82,0.19,0.01,0.00,1042.06,25.60,565,14.52,65535,65535,37715,65535,65535,0.00,25.63,1041.98,1272.61,0:2:35.800,6/1/2080,0,0,,,,,,,,,
-0.59,-8.98,-3.45,24.09,43.55,15.61,0.19,0.01,0.00,1042.04,25.70,567,14.60,65535,65535,65535,65535,65535,0.00,25.66,1042.03,1272.66,0:2:36.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.14,-3.22,24.45,43.36,14.90,0.17,0.01,0.00,1042.07,25.70,567,14.60,65535,65535,65535,65535,61029,0.00,25.63,1041.93,1272.54,0:2:37.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.06,-3.26,24.09,43.55,15.00,0.18,0.01,0.00,1042.02,25.60,567,14.60,65535,65535,65535,65535,65535,0.00,25.62,1041.91,1272.53,0:2:38.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.06,-3.41,24.09,43.64,15.41,0.18,0.01,0.00,1042.10,25.70,566,14.56,65535,65535,65535,65535,65535,0.00,25.63,1041.98,1272.60,0:2:40.800,6/1/2080,0,0,,,,,,,,,
-0.59,-9.02,-3.26,24.00,43.36,15.51,0.18,0.01,0.00,1041.90,25.60,566,14.56,65535,65535,65535,65535,65535,0.00,25.66,1042.11,1272.77,0:2:41.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.02,-3.37,24.00,43.64,15.31,0.19,0.01,0.00,1042.06,25.60,566,14.56,65535,65535,65535,65535,64999,0.00,25.61,1041.95,1272.57,0:2:42.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.06,-3.41,24.00,43.64,15.00,0.18,0.01,0.00,1041.91,25.60,566,14.56,65535,65535,65535,65535,65535,0.00,25.62,1041.91,1272.53,0:2:43.800,6/1/2080,0,0,,,,,,,,,
-0.59,-9.06,-3.41,24.09,43.45,15.10,0.16,0.01,0.00,1042.00,25.60,567,14.60,65535,65535,65535,65535,65535,0.00,25.66,1042.10,1272.76,0:2:44.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.02,-3.49,23.82,43.45,15.31,0.17,0.01,0.00,1041.97,25.60,568,14.64,65535,65535,65535,65535,65535,0.00,25.62,1041.98,1272.60,0:2:45.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.06,-3.26,24.18,43.91,15.31,0.15,0.01,-0.00,1041.82,25.60,567,14.60,65535,65535,65535,65535,65535,0.00,25.63,1041.99,1272.62,0:2:46.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.06,-3.37,24.18,43.45,14.90,0.19,0.01,0.00,1041.82,25.60,570,14.72,65535,65535,65535,65535,65535,0.00,25.63,1041.99,1272.62,0:2:47.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.06,-3.26,24.09,43.64,15.20,0.20,0.01,0.00,1041.79,25.60,641,17.58,65535,65535,65535,65535,65535,0.00,25.62,1041.93,1272.54,0:2:48.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.10,-3.37,24.00,43.45,14.69,0.19,0.01,0.00,1041.90,25.60,654,18.10,65535,65535,65535,65535,65535,0.00,25.63,1041.96,1272.59,0:2:49.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.10,-3.37,24.18,43.82,14.80,0.17,0.01,-0.00,1041.71,25.60,656,18.18,32553,65535,19534,65535,32706,0.00,25.61,1041.91,1272.52,0:2:51.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.10,-3.30,23.91,43.36,15.20,0.18,0.01,0.00,1041.80,25.60,658,18.26,57474,29339,23914,65535,32294,0.00,25.61,1041.90,1272.50,0:2:52.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.02,-3.45,24.18,43.55,15.00,0.18,0.01,0.00,1041.74,25.60,658,18.26,21489,24094,52178,65535,34906,0.00,25.62,1041.91,1272.52,0:2:53.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.06,-3.33,24.09,43.36,15.00,0.16,0.01,0.00,1041.83,25.60,644,17.70,20591,22882,20193,26669,11182,5136.85,25.61,1041.88,1272.48,0:2:54.800,6/1/2080,0,0,,,,,,,,,
-0.78,-8.71,-3.53,24.00,43.45,15.00,0.15,0.02,0.00,1041.80,25.60,651,17.98,19380,21143,17984,17401,7932,2717.16,25.62,1043.58,1274.56,0:2:55.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.90,-3.69,24.09,43.45,16.63,0.20,0.00,0.00,1043.45,25.60,661,18.38,29263,65535,23093,65535,65535,0.00,25.62,1041.91,1272.52,0:2:56.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.18,-3.06,24.00,43.27,15.20,-0.00,0.01,-0.02,1041.71,25.60,664,18.50,24658,29152,25127,21912,9251,4158.15,25.61,1043.53,1274.50,0:2:57.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.06,-3.37,24.27,43.55,14.69,0.15,0.01,-0.00,1041.74,25.60,663,18.46,22940,22527,19225,19865,8111,4039.18,25.60,1043.61,1274.60,0:2:58.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.94,-3.65,24.09,43.55,15.82,0.15,0.01,-0.00,1043.55,25.70,663,18.46,25978,29289,31998,23076,9902,4221.56,25.58,1043.53,1274.50,0:2:59.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.79,-4.16,23.91,43.73,16.63,0.14,0.01,-0.00,1043.94,25.60,664,18.50,25237,28751,25034,22532,9546,4243.08,25.58,1041.80,1272.38,0:3:0.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.06,-3.45,23.82,43.45,15.82,0.17,-0.00,0.00,1043.49,25.70,663,18.46,24698,28912,25063,22660,9425,4439.16,25.71,1043.83,1274.86,0:3:2.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.02,-3.49,23.82,43.55,15.41,0.18,0.01,0.00,1043.99,25.70,661,18.38,25399,27836,24258,21567,9309,3891.46,25.71,1043.88,1274.93,0:3:3.800,6/1/2080,0,0,,,,,,,,,
-0.75,-9.18,-3.65,24.09,43.55,17.96,0.14,0.01,0.00,1044.01,25.70,660,18.34,24152,27963,23553,19160,8311,3416.49,25.71,1043.91,1274.96,0:3:4.800,6/1/2080,0,0,,,,,,,,,
-0.82,-9.26,-3.14,24.00,43.36,18.67,-0.13,0.03,-0.00,1044.02,25.70,660,18.34,21945,25812,21383,20161,8702,3637.90,25.71,1043.94,1274.99,0:3:5.800,6/1/2080,0,0,,,,,,,,,
-0.67,-8.94,-3.77,23.91,43.82,19.90,0.24,0.00,0.00,1044.00,25.70,657,18.22,18008,22796,19791,17834,7528,3385.58,25.71,1043.89,1274.94,0:3:6.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.59,-4.51,24.09,44.00,17.14,0.16,0.01,0.00,1043.99,25.70,659,18.30,18366,22264,19956,19484,8339,3585.87,25.71,1043.94,1275.00,0:3:7.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.75,-4.08,23.82,43.73,17.24,0.19,0.00,0.00,1043.99,25.70,645,17.74,17970,22229,15748,19188,8225,3518.84,25.72,1044.03,1275.11,0:3:8.800,6/1/2080,0,0,,,,,,,,,
-0.59,-8.75,-4.16,24.00,43.45,17.96,0.25,0.00,0.00,1044.03,25.70,577,15.00,12373,14694,13314,7353,3044,1454.48,25.72,1044.00,1275.08,0:3:9.800,6/1/2080,0,0,,,,,,,,,
-0.51,-8.87,-4.00,24.00,43.73,17.86,0.10,0.01,0.00,1044.07,25.80,580,15.12,10205,12590,10993,5393,2441,859.66,25.72,1043.98,1275.05,0:3:10.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.94,-3.92,23.82,43.73,18.37,0.18,0.00,-0.00,1043.97,25.70,578,15.04,7870,9374,10002,3759,1736,564.07,25.71,1044.01,1275.09,0:3:11.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.94,-3.84,24.00,43.82,17.55,0.17,0.01,0.00,1043.99,25.70,575,14.92,9360,12696,11974,8812,3989,1404.17,25.73,1043.93,1274.99,0:3:13.800,6/1/2080,0,0,,,,,,,,,
-0.71,-9.06,-3.77,23.82,43.73,16.53,0.32,-0.00,0.01,1043.99,25.70,586,15.36,5433,7500,7809,3401,1478,603.70,25.71,1043.93,1274.99,0:3:14.800,6/1/2080,0,0,,,,,,,,,
-0.59,-9.02,-3.49,23.82,43.64,15.61,0.27,-0.00,0.01,1043.99,25.70,589,15.48,8968,12335,10265,5946,2527,1111.93,25.76,1044.17,1275.28,0:3:15.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.83,-3.49,24.45,43.45,17.14,0.22,0.02,0.01,1044.07,25.70,585,15.32,10442,12172,11216,8729,3573,1766.24,25.75,1044.11,1275.21,0:3:16.800,6/1/2080,0,0,,,,,,,,,
-0.55,-9.14,-3.45,24.18,43.55,15.82,0.20,0.00,0.00,1044.00,25.70,579,15.08,5958,7280,7858,4977,1903,1135.71,25.76,1044.03,1275.10,0:3:17.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.14,-3.26,24.36,43.36,14.69,0.18,0.01,0.00,1042.26,25.70,575,14.92,10164,12257,11041,10973,4723,1993.11,25.72,1043.91,1274.97,0:3:18.800,6/1/2080,0,0,,,,,,,,,
-0.59,-9.10,-3.22,24.45,43.36,14.80,0.18,0.01,0.00,1042.22,25.70,575,14.92,7949,9785,9693,9719,4212,1736.80,25.71,1043.95,1275.02,0:3:19.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.06,-3.10,24.45,43.36,14.49,0.17,0.01,0.00,1042.24,25.70,566,14.56,9204,11193,10483,9435,3872,1899.36,25.71,1043.91,1274.97,0:3:20.800,6/1/2080,0,0,,,,,,,,,
-0.67,-9.10,-3.14,24.18,43.27,14.39,0.19,0.01,0.00,1042.21,25.70,580,15.12,4848,6121,6274,4022,1771,690.86,25.71,1042.19,1272.87,0:3:21.800,6/1/2080,0,0,,,,,,,,,
-0.59,-9.14,-3.30,24.36,43.27,14.59,0.14,0.01,-0.00,1041.67,25.70,580,15.12,8197,10125,8167,9064,4100,1447.44,25.71,1043.87,1274.92,0:3:22.800,6/1/2080,0,0,,,,,,,,,
-0.63,-9.10,-3.06,24.27,43.27,14.80,0.21,0.01,0.00,1042.19,25.70,576,14.96,8553,9154,8793,9061,4001,1545.22,25.71,1043.87,1274.92,0:3:24.800,6/1/2080,0,0,,,,,,,,,
-0.75,-9.10,-3.33,24.09,43.55,16.22,0.16,-0.00,-0.01,1041.83,25.70,581,15.16,9338,10299,9657,10445,4736,1656.52,25.71,1042.17,1272.84,0:3:25.800,6/1/2080,0,0,,,,,,,,,
-0.59,-8.90,-3.65,24.27,43.36,16.73,0.16,0.01,-0.00,1041.72,25.70,580,15.12,11667,13856,12078,11074,5046,1731.15,25.71,1043.89,1274.94,0:3:26.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.39,-4.79,24.09,43.55,16.94,0.00,0.02,-0.00,1041.72,25.70,576,14.96,11684,13106,11408,11899,5449,1832.63,25.71,1042.17,1272.84,0:3:27.800,6/1/2080,0,0,,,,,,,,,
-0.51,-8.83,-3.80,24.36,43.82,16.94,0.17,-0.03,-0.02,1041.84,25.70,574,14.88,12314,13598,12405,11471,5265,1754.52,25.71,1042.20,1272.88,0:3:28.800,6/1/2080,0,0,,,,,,,,,
-0.59,-8.90,-3.92,24.00,43.55,17.45,0.19,0.01,0.00,1041.71,25.70,573,14.84,10360,11837,10468,11212,5149,1711.98,25.71,1042.19,1272.86,0:3:29.800,6/1/2080,0,0,,,,,,,,,
-0.59,-8.87,-3.65,23.91,43.64,16.63,0.23,0.01,0.01,1041.71,25.70,572,14.80,11190,12560,10622,10133,4681,1519.19,25.71,1042.25,1272.94,0:3:30.800,6/1/2080,0,0,,,,,,,,,
-0.71,-8.98,-3.49,23.91,43.45,16.22,0.17,0.01,0.00,1041.89,25.60,571,14.76,12752,13860,11855,11692,5406,1748.02,25.58,1041.87,1272.48,0:3:31.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.87,-3.73,23.91,43.64,16.63,0.15,0.01,0.00,1041.90,25.60,571,14.76,12836,13822,11577,12050,5538,1835.70,25.71,1042.17,1272.84,0:3:32.800,6/1/2080,0,0,,,,,,,,,
-0.59,-8.83,-3.96,24.09,43.45,17.14,0.15,0.01,0.00,1041.86,25.60,569,14.68,4496,5254,4773,3028,1335,518.44,25.71,1042.17,1272.84,0:3:33.800,6/1/2080,0,0,,,,,,,,,
-0.55,-9.06,-3.49,24.00,43.64,16.84,0.20,0.01,0.00,1041.91,25.60,570,14.72,5453,13876,10818,6834,3068,1114.84,25.61,1041.91,1272.52,0:3:35.800,6/1/2080,0,0,,,,,,,,,
-0.59,-8.98,-3.84,23.91,43.64,17.04,0.15,0.01,-0.00,1041.91,25.60,574,14.88,13452,15009,12762,12030,5507,1854.83,25.61,1041.94,1272.55,0:3:36.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.94,-3.77,23.91,43.64,16.73,0.22,0.03,0.01,1041.87,25.60,577,15.00,4935,10704,5372,9538,4393,1443.37,25.61,1041.90,1272.51,0:3:37.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.87,-3.65,23.91,43.45,16.94,0.15,0.01,0.00,1041.85,25.60,577,15.00,3629,4590,4695,2757,1083,601.71,25.61,1041.98,1272.61,0:3:38.800,6/1/2080,0,0,,,,,,,,,
-0.47,-9.02,-3.73,24.09,43.64,17.14,0.18,0.01,-0.00,1041.87,25.60,577,15.00,3170,4329,4374,2611,941,649.39,25.62,1041.93,1272.54,0:3:39.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.87,-3.84,24.18,43.64,17.55,0.17,0.01,0.00,1041.88,25.60,580,15.12,3551,4374,4272,2789,1121,584.28,25.62,1042.03,1272.67,0:3:40.800,6/1/2080,0,0,,,,,,,,,
-0.51,-8.98,-3.69,24.18,43.36,17.35,0.21,0.01,0.01,1041.84,25.60,580,15.12,4516,5704,5540,3929,1678,726.64,25.63,1041.97,1272.59,0:3:41.800,6/1/2080,0,0,,,,,,,,,
-0.47,-8.87,-3.73,24.36,43.36,17.76,0.20,0.01,0.00,1042.05,25.60,581,15.16,4300,5208,5166,3531,1475,685.52,25.61,1041.90,1272.50,0:3:42.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.87,-3.96,24.55,43.18,18.27,0.18,0.01,-0.00,1042.02,25.60,580,15.12,4281,5141,5165,3340,1314,727.05,25.62,1041.93,1272.54,0:3:43.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.79,-4.04,23.91,43.55,17.96,0.17,0.01,0.00,1041.90,25.60,581,15.16,4530,5551,5198,3494,1274,855.33,25.62,1042.09,1272.74,0:3:44.800,6/1/2080,0,0,,,,,,,,,
-0.51,-8.79,-3.96,24.27,43.55,18.37,0.19,0.00,0.00,1041.89,25.60,575,14.92,4698,6158,6165,3673,1309,927.10,25.63,1041.98,1272.60,0:3:46.800,6/1/2080,0,0,,,,,,,,,
-0.59,-8.94,-3.84,24.09,43.82,17.55,0.17,0.01,0.00,1042.10,25.60,571,14.76,4646,5424,5689,4527,1861,908.24,25.61,1041.93,1272.55,0:3:47.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.98,-3.73,23.91,43.82,17.14,0.17,0.01,0.00,1042.01,25.60,571,14.76,4461,5671,5797,5655,2353,1106.94,25.61,1041.97,1272.60,0:3:48.800,6/1/2080,0,0,,,,,,,,,
-0.51,-8.87,-3.57,23.55,43.91,16.43,0.15,0.01,0.00,1042.01,25.70,572,14.80,4497,6055,6105,5470,2319,1028.54,25.61,1041.98,1272.60,0:3:49.800,6/1/2080,0,0,,,,,,,,,
-0.63,-8.90,-3.65,23.55,43.64,16.73,0.18,0.01,0.00,1041.89,25.60,573,14.84,4478,5751,5698,5248,2277,935.21,25.65,1042.10,1272.75,0:3:50.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.87,-3.77,23.27,43.91,16.43,0.18,0.01,0.00,1041.90,25.70,573,14.84,4868,5947,5703,5569,2464,944.76,25.61,1041.87,1272.48,0:3:51.800,6/1/2080,0,0,,,,,,,,,
-0.55,-9.02,-3.53,23.55,43.73,16.73,0.14,0.00,-0.00,1041.89,25.70,574,14.88,4243,5437,5358,4952,2169,862.11,25.61,1041.92,1272.53,0:3:52.800,6/1/2080,0,0,,,,,,,,,
-0.51,-8.94,-3.77,23.36,44.00,16.02,0.18,0.01,0.00,1041.67,25.60,574,14.88,4194,5376,5191,5245,2255,955.22,25.65,1042.00,1272.64,0:3:53.800,6/1/2080,0,0,,,,,,,,,
-0.59,-8.90,-3.73,23.18,44.00,15.82,0.17,0.01,0.00,1041.70,25.60,574,14.88,4351,5590,5538,5185,2221,952.42,25.65,1042.03,1272.67,0:3:54.800,6/1/2080,0,0,,,,,,,,,
-0.55,-9.02,-3.53,23.27,44.00,15.61,0.19,0.00,0.00,1041.70,25.60,575,14.92,4393,5389,4717,5033,2199,881.67,25.61,1041.88,1272.48,0:3:55.800,6/1/2080,0,0,,,,,,,,,
-0.55,-9.02,-3.61,23.45,44.09,15.71,0.22,0.00,0.00,1041.79,25.60,573,14.84,3957,5397,5409,4621,1915,912.12,25.61,1041.88,1272.48,0:3:57.800,6/1/2080,0,0,,,,,,,,,
-0.55,-9.02,-3.61,23.64,44.00,15.71,0.22,0.00,0.01,1041.73,25.60,577,15.00,4092,4958,5012,4840,1969,991.11,25.61,1041.91,1272.52,0:3:58.800,6/1/2080,0,0,,,,,,,,,
-0.51,-8.98,-3.57,22.91,44.00,15.51,0.19,0.01,0.00,1041.71,25.60,576,14.96,3161,4744,4858,3979,1519,910.25,25.61,1041.89,1272.49,0:3:59.800,6/1/2080,0,0,,,,,,,,,
-0.59,-9.06,-3.65,22.82,44.18,15.20,0.18,-0.05,-0.02,1042.16,25.60,574,14.88,4261,5353,5497,5663,2321,1142.95,25.61,1042.22,1272.90,0:4:0.800,6/1/2080,0,0,,,,,,,,,
-0.47,-9.10,-3.49,22.91,43.91,15.00,0.17,0.01,-0.00,1041.71,25.60,574,14.88,5507,7275,6672,7678,3169,1528.08,25.61,1041.89,1272.50,0:4:1.800,6/1/2080,0,0,,,,,,,,,
-0.39,-8.94,-3.92,23.18,44.09,15.61,0.14,0.01,0.00,1041.74,25.60,575,14.92,6072,7692,7115,8841,3684,1725.37,25.61,1041.88,1272.48,0:4:2.800,6/1/2080,0,0,,,,,,,,,
-0.47,-8.67,-4.35,22.91,44.18,15.51,0.10,0.01,0.00,1042.21,25.60,572,14.80,6096,7706,7257,9202,3784,1845.04,25.61,1041.87,1272.48,0:4:3.800,6/1/2080,0,0,,,,,,,,,
-0.55,-8.90,-4.00,23.18,44.09,15.61,0.17,0.01,0.01,1041.81,25.60,583,15.24,6321,8119,8103,8960,3537,1938.91,25.58,1041.81,1272.40,0:4:4.800,6/1/2080,0,0,,,,,,,,,
